ITEM,TITLE,seriesid,DATA_TYPE,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
SEHJ,Furniture and bedding,CUSR0000SEHJ,SEASONALLY ADJUSTED INDEX,2015,114.318,114.375,114.651,115.969,115.066,115.067,114.939,114.301,114.613,114.263,114.239,114.208
SEHJ,Furniture and bedding,CUSR0000SEHJ,SEASONALLY ADJUSTED INDEX,2016,113.881,113.568,113.249,112.761,112.253,111.54,111.584,111.095,110.837,111.939,111.194,110.937
SEHJ,Furniture and bedding,CUSR0000SEHJ,SEASONALLY ADJUSTED INDEX,2017,111.456,111.892,111.301,110.725,110.752,110.84,110.805,111.955,111.183,110.493,110.6,110.178
SEHJ,Furniture and bedding,CUSR0000SEHJ,SEASONALLY ADJUSTED INDEX,2018,110.437,110.626,109.843,110.847,110.752,110.929,110.88,111.195,111.722,111.883,111.529,112.054
SEHJ,Furniture and bedding,CUSR0000SEHJ,SEASONAL FACTOR,2014,99.998,99.561,100.218,100.393,100.501,100.638,100.142,99.471,99.507,99.759,99.796,99.879
SEHJ,Furniture and bedding,CUSR0000SEHJ,SEASONAL FACTOR,2015,100.116,99.648,100.274,100.463,100.503,100.532,100.045,99.306,99.539,99.794,99.785,99.889
SEHJ,Furniture and bedding,CUSR0000SEHJ,SEASONAL FACTOR,2016,100.22,99.756,100.299,100.5,100.47,100.451,99.935,99.202,99.605,99.814,99.759,99.906
SEHJ,Furniture and bedding,CUSR0000SEHJ,SEASONAL FACTOR,2017,100.31,99.868,100.309,100.523,100.411,100.358,99.843,99.154,99.669,99.867,99.739,99.906
SEHJ,Furniture and bedding,CUSR0000SEHJ,SEASONAL FACTOR,2018,100.369,99.956,100.304,100.515,100.343,100.3,99.78,99.168,99.738,99.899,99.72,99.883
SEHJ,Furniture and bedding,CUSR0000SEHJ,UNADJUSTED INDEX,2014,116.982,115.742,115.734,116.551,116.622,116.875,115.397,114.552,113.801,114.583,114.649,114.983
SEHJ,Furniture and bedding,CUSR0000SEHJ,UNADJUSTED INDEX,2015,114.451,113.972,114.966,116.506,115.645,115.679,114.991,113.508,114.085,114.028,113.993,114.081
SEHJ,Furniture and bedding,CUSR0000SEHJ,UNADJUSTED INDEX,2016,114.132,113.291,113.588,113.325,112.781,112.043,111.511,110.208,110.399,111.731,110.926,110.833
SEHJ,Furniture and bedding,CUSR0000SEHJ,UNADJUSTED INDEX,2017,111.802,111.744,111.645,111.305,111.207,111.237,110.631,111.008,110.815,110.346,110.311,110.075
SEHJ,Furniture and bedding,CUSR0000SEHJ,UNADJUSTED INDEX,2018,110.844,110.577,110.177,111.418,111.132,111.262,110.636,110.27,111.429,111.77,111.217,111.923
SEHK,Appliances,CUSR0000SEHK,SEASONALLY ADJUSTED INDEX,2014,84.544,84.368,84.494,83.381,81.989,81.734,82.243,81.755,81.597,81.728,81.319,80.858
SEHK,Appliances,CUSR0000SEHK,SEASONALLY ADJUSTED INDEX,2015,80.477,80.226,80.058,80.171,79.663,79.554,78.984,78.759,78.704,78.382,78.014,78.164
SEHK,Appliances,CUSR0000SEHK,SEASONALLY ADJUSTED INDEX,2016,78.213,77.973,77.427,77.136,77.155,77.149,76.806,76.295,75.72,75.25,74.988,74.779
SEHK,Appliances,CUSR0000SEHK,SEASONALLY ADJUSTED INDEX,2017,74.916,75.197,75.429,75.021,75.34,74.569,74.205,74.829,74.549,74.204,73.611,74.071
SEHK,Appliances,CUSR0000SEHK,SEASONALLY ADJUSTED INDEX,2018,73.904,72.958,73.769,75.225,75.257,75.438,76.253,76.47,76.693,77.783,77.775,77.603
SEHK,Appliances,CUSR0000SEHK,SEASONAL FACTOR,2014,100.339,100.73,100.534,100.569,100.267,100.403,99.936,99.626,100.216,100.093,98.782,98.542
SEHK,Appliances,CUSR0000SEHK,SEASONAL FACTOR,2015,100.224,100.688,100.454,100.506,100.366,100.478,100.039,99.769,100.301,100.17,98.628,98.449
SEHK,Appliances,CUSR0000SEHK,SEASONAL FACTOR,2016,100.113,100.587,100.353,100.468,100.48,100.502,100.144,99.946,100.403,100.242,98.489,98.36
SEHK,Appliances,CUSR0000SEHK,SEASONAL FACTOR,2017,100.018,100.479,100.268,100.424,100.575,100.491,100.272,100.101,100.459,100.285,98.441,98.275
SEHK,Appliances,CUSR0000SEHK,SEASONAL FACTOR,2018,99.945,100.373,100.231,100.399,100.63,100.471,100.33,100.212,100.501,100.312,98.42,98.246
SEHK,Appliances,CUSR0000SEHK,UNADJUSTED INDEX,2014,84.83,84.984,84.945,83.855,82.208,82.064,82.19,81.449,81.773,81.804,80.329,79.679
SEHK,Appliances,CUSR0000SEHK,UNADJUSTED INDEX,2015,80.657,80.778,80.421,80.577,79.955,79.934,79.015,78.577,78.941,78.515,76.943,76.952
SEHK,Appliances,CUSR0000SEHK,UNADJUSTED INDEX,2016,78.301,78.431,77.701,77.497,77.526,77.536,76.916,76.254,76.025,75.432,73.855,73.553
SEHK,Appliances,CUSR0000SEHK,UNADJUSTED INDEX,2017,74.929,75.557,75.631,75.339,75.773,74.935,74.407,74.904,74.891,74.415,72.464,72.793
SEHK,Appliances,CUSR0000SEHK,UNADJUSTED INDEX,2018,73.863,73.23,73.939,75.525,75.731,75.793,76.504,76.632,77.077,78.026,76.546,76.242
SEHK01,Major appliances,CUSR0000SEHK01,SEASONALLY ADJUSTED INDEX,2014,96.706,96.942,95.505,93.973,92.952,92.069,92.875,92.003,91.605,91.378,90.63,89.995
SEHK01,Major appliances,CUSR0000SEHK01,SEASONALLY ADJUSTED INDEX,2015,89.175,89.617,88.807,88.848,88.261,88.317,87.321,87.454,87.973,86.892,86.742,86.229
SEHK01,Major appliances,CUSR0000SEHK01,SEASONALLY ADJUSTED INDEX,2016,85.541,84.768,84.866,84.541,84.303,84.107,82.716,82.024,81.952,81.489,80.69,81.097
SEHK01,Major appliances,CUSR0000SEHK01,SEASONALLY ADJUSTED INDEX,2017,81.397,81.169,80.579,79.729,79.335,78.277,78.362,78.668,78.392,78.614,77.883,78.961
SEHK01,Major appliances,CUSR0000SEHK01,SEASONALLY ADJUSTED INDEX,2018,79.342,77.927,77.833,80.962,82.031,82.711,84.941,84.461,84.467,84.966,85.896,86.152
SEHK01,Major appliances,CUSR0000SEHK01,SEASONAL FACTOR,2014,100.793,100.869,101.385,101.233,100.469,100.382,99.489,99.075,100.077,100.06,97.657,98.566
SEHK01,Major appliances,CUSR0000SEHK01,SEASONAL FACTOR,2015,100.898,100.598,101.27,101.253,100.687,100.39,99.417,99.201,100.156,100.159,97.362,98.675
SEHK01,Major appliances,CUSR0000SEHK01,SEASONAL FACTOR,2016,101.026,100.283,101.028,101.325,100.986,100.35,99.406,99.412,100.206,100.199,97.076,98.775
SEHK01,Major appliances,CUSR0000SEHK01,SEASONAL FACTOR,2017,101.124,99.961,100.809,101.393,101.272,100.318,99.475,99.61,100.208,100.18,96.852,98.839
SEHK01,Major appliances,CUSR0000SEHK01,SEASONAL FACTOR,2018,101.204,99.722,100.647,101.444,101.481,100.275,99.558,99.776,100.158,100.152,96.724,98.869
SEHK01,Major appliances,CUSR0000SEHK01,UNADJUSTED INDEX,2014,97.473,97.785,96.827,95.131,93.388,92.421,92.4,91.152,91.676,91.433,88.506,88.705
SEHK01,Major appliances,CUSR0000SEHK01,UNADJUSTED INDEX,2015,89.976,90.152,89.935,89.962,88.868,88.661,86.812,86.755,88.11,87.03,84.454,85.087
SEHK01,Major appliances,CUSR0000SEHK01,UNADJUSTED INDEX,2016,86.419,85.008,85.739,85.661,85.134,84.402,82.225,81.542,82.121,81.651,78.33,80.104
SEHK01,Major appliances,CUSR0000SEHK01,UNADJUSTED INDEX,2017,82.312,81.137,81.231,80.839,80.344,78.526,77.95,78.361,78.555,78.755,75.432,78.044
SEHK01,Major appliances,CUSR0000SEHK01,UNADJUSTED INDEX,2018,80.297,77.711,78.336,82.131,83.246,82.938,84.565,84.272,84.6,85.095,83.082,85.178
SEHK02,Other appliances,CUSR0000SEHK02,SEASONALLY ADJUSTED INDEX,2014,69.337,68.825,70.252,69.719,68.125,68.677,68.81,68.687,68.731,69.19,69.584,68.862
SEHK02,Other appliances,CUSR0000SEHK02,SEASONALLY ADJUSTED INDEX,2015,68.604,68.042,68.098,68.314,67.972,68.027,67.913,67.248,66.675,67.057,67.067,67.222
SEHK02,Other appliances,CUSR0000SEHK02,SEASONALLY ADJUSTED INDEX,2016,67.532,67.494,66.708,66.488,66.426,66.611,66.581,66.092,65.65,65.284,65.155,64.864
SEHK02,Other appliances,CUSR0000SEHK02,SEASONALLY ADJUSTED INDEX,2017,64.897,65.339,65.694,65.538,65.89,65.391,64.945,65.505,65.509,65.1,64.55,64.773
SEHK02,Other appliances,CUSR0000SEHK02,SEASONALLY ADJUSTED INDEX,2018,64.184,63.728,64.668,65.182,64.523,64.661,64.916,65.264,65.827,67.217,66.838,66.247
SEHK02,Other appliances,CUSR0000SEHK02,SEASONAL FACTOR,2014,100.005,100.751,99.866,99.948,100.118,100.226,100.413,100.241,100.356,100.101,99.472,98.45
SEHK02,Other appliances,CUSR0000SEHK02,SEASONAL FACTOR,2015,99.774,100.699,99.906,99.974,100.263,100.408,100.541,100.384,100.374,100.108,99.29,98.215
SEHK02,Other appliances,CUSR0000SEHK02,SEASONAL FACTOR,2016,99.54,100.601,100.005,99.994,100.444,100.58,100.643,100.507,100.409,100.088,99.11,97.984
SEHK02,Other appliances,CUSR0000SEHK02,SEASONAL FACTOR,2017,99.367,100.561,100.108,99.998,100.558,100.711,100.712,100.594,100.446,100.051,98.991,97.799
SEHK02,Other appliances,CUSR0000SEHK02,SEASONAL FACTOR,2018,99.321,100.569,100.157,99.976,100.623,100.781,100.716,100.65,100.493,100.005,98.934,97.701
SEHK02,Other appliances,CUSR0000SEHK02,UNADJUSTED INDEX,2014,69.341,69.342,70.158,69.683,68.206,68.832,69.094,68.853,68.976,69.26,69.216,67.795
SEHK02,Other appliances,CUSR0000SEHK02,UNADJUSTED INDEX,2015,68.449,68.518,68.034,68.296,68.151,68.305,68.28,67.506,66.924,67.13,66.591,66.022
SEHK02,Other appliances,CUSR0000SEHK02,UNADJUSTED INDEX,2016,67.221,67.899,66.711,66.484,66.721,66.998,67.009,66.427,65.918,65.342,64.575,63.556
SEHK02,Other appliances,CUSR0000SEHK02,UNADJUSTED INDEX,2017,64.486,65.706,65.765,65.537,66.257,65.856,65.408,65.894,65.801,65.133,63.899,63.347
SEHK02,Other appliances,CUSR0000SEHK02,UNADJUSTED INDEX,2018,63.748,64.09,64.77,65.166,64.925,65.166,65.381,65.688,66.151,67.22,66.125,64.724
SEHL,Other household equipment and furnishings,CUSR0000SEHL,SEASONALLY ADJUSTED INDEX,2014,61.515,61.085,61.163,60.721,60.566,60.812,60.928,60.73,60.596,60.708,60.266,59.785
SEHL,Other household equipment and furnishings,CUSR0000SEHL,SEASONALLY ADJUSTED INDEX,2015,59.535,59.35,59.25,59.412,59.209,58.965,58.914,58.944,59.271,59.216,58.407,58.315
SEHL,Other household equipment and furnishings,CUSR0000SEHL,SEASONALLY ADJUSTED INDEX,2016,58.321,57.929,57.61,57.681,57.468,57.229,56.776,57.042,56.934,56.395,55.984,56.137
SEHL,Other household equipment and furnishings,CUSR0000SEHL,SEASONALLY ADJUSTED INDEX,2017,56.702,56.089,55.771,54.817,54.804,55.417,54.141,53.55,52.847,52.351,53.004,53.265
SEHL,Other household equipment and furnishings,CUSR0000SEHL,SEASONALLY ADJUSTED INDEX,2018,52.417,52.224,52.217,52.212,51.673,51.085,51.143,50.884,50.637,51.026,51.431,50.639
SEHL,Other household equipment and furnishings,CUSR0000SEHL,SEASONAL FACTOR,2014,99.932,100.702,100.268,100.153,100.559,100.427,100.166,99.616,99.744,100.02,99.321,98.929
SEHL,Other household equipment and furnishings,CUSR0000SEHL,SEASONAL FACTOR,2015,99.888,100.741,100.55,100.361,100.615,100.313,99.959,99.439,99.658,100.08,99.309,98.871
SEHL,Other household equipment and furnishings,CUSR0000SEHL,SEASONAL FACTOR,2016,99.821,100.85,100.875,100.598,100.676,100.189,99.771,99.241,99.464,100.084,99.348,98.856
SEHL,Other household equipment and furnishings,CUSR0000SEHL,SEASONAL FACTOR,2017,99.779,100.978,101.156,100.834,100.714,100.073,99.624,99.09,99.222,100.034,99.428,98.881
SEHL,Other household equipment and furnishings,CUSR0000SEHL,SEASONAL FACTOR,2018,99.758,101.111,101.369,100.952,100.745,100.018,99.535,98.961,99.016,99.965,99.54,98.938
SEHL,Other household equipment and furnishings,CUSR0000SEHL,UNADJUSTED INDEX,2014,61.473,61.514,61.327,60.814,60.904,61.071,61.029,60.497,60.441,60.72,59.857,59.145
SEHL,Other household equipment and furnishings,CUSR0000SEHL,UNADJUSTED INDEX,2015,59.468,59.79,59.576,59.627,59.573,59.149,58.89,58.613,59.068,59.263,58.004,57.657
SEHL,Other household equipment and furnishings,CUSR0000SEHL,UNADJUSTED INDEX,2016,58.216,58.421,58.114,58.026,57.856,57.337,56.646,56.609,56.629,56.442,55.619,55.495
SEHL,Other household equipment and furnishings,CUSR0000SEHL,UNADJUSTED INDEX,2017,56.577,56.637,56.416,55.274,55.195,55.457,53.937,53.063,52.436,52.369,52.701,52.669
SEHL,Other household equipment and furnishings,CUSR0000SEHL,UNADJUSTED INDEX,2018,52.29,52.804,52.932,52.709,52.058,51.094,50.905,50.355,50.139,51.008,51.194,50.101
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,SEASONALLY ADJUSTED INDEX,2014,125.857,125.976,126.056,125.893,126.94,127.368,127.659,127.122,126.751,126.495,127.391,127.9
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,SEASONALLY ADJUSTED INDEX,2015,127.786,127.31,126.334,128.032,128.232,128.162,127.788,127.944,129.877,130.902,131.463,130.131
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,SEASONALLY ADJUSTED INDEX,2016,129.851,130.52,128.968,127.734,127.426,127.901,124.541,126.515,127.598,127.526,127.904,128.769
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,SEASONALLY ADJUSTED INDEX,2017,129.766,129.512,129.759,129.803,129.563,130.181,131.16,130.742,128.119,127.66,129.259,131.406
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,SEASONALLY ADJUSTED INDEX,2018,128.957,129.824,131.574,131.475,132.204,130.007,131.303,131.855,132.006,132,130.934,131.438
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,SEASONAL FACTOR,2014,99.65,101.824,101.63,100.182,100.867,100.734,98.988,98.567,99.075,99.324,99.338,99.636
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,SEASONAL FACTOR,2015,99.698,102.106,101.831,99.981,100.81,100.816,98.834,98.362,99.171,99.396,99.224,99.576
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,SEASONAL FACTOR,2016,99.728,102.281,102.058,99.902,100.806,100.821,98.701,98.201,99.257,99.482,99.071,99.518
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,SEASONAL FACTOR,2017,99.715,102.434,102.247,99.85,100.818,100.849,98.613,98.089,99.314,99.532,98.921,99.497
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,SEASONAL FACTOR,2018,99.72,102.517,102.346,99.851,100.801,100.845,98.579,98.055,99.362,99.571,98.829,99.466
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,UNADJUSTED INDEX,2014,125.417,128.274,128.111,126.122,128.04,128.303,126.367,125.3,125.579,125.64,126.548,127.435
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,UNADJUSTED INDEX,2015,127.4,129.991,128.647,128.007,129.27,129.208,126.298,125.848,128.801,130.112,130.442,129.579
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,UNADJUSTED INDEX,2016,129.498,133.498,131.622,127.609,128.452,128.951,122.923,124.239,126.65,126.865,126.716,128.148
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,UNADJUSTED INDEX,2017,129.396,132.664,132.675,129.608,130.623,131.286,129.341,128.244,127.24,127.062,127.864,130.745
SEHL02,Indoor plants and flowers,CUSR0000SEHL02,UNADJUSTED INDEX,2018,128.596,133.091,134.661,131.279,133.263,131.105,129.437,129.29,131.163,131.433,129.401,130.736
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,SEASONALLY ADJUSTED INDEX,2014,95.134,95.12,94.567,93.484,93.458,93.028,92.013,91.409,92.904,93.424,92.62,92.709
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,SEASONALLY ADJUSTED INDEX,2015,91.286,91.262,91.647,90.77,91.05,90.619,90.745,90.509,90.094,89.559,89.029,88.346
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,SEASONALLY ADJUSTED INDEX,2016,88.733,88.589,88.662,89.484,88.83,88.783,88.454,88.112,88.261,88.707,88.815,88.695
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,SEASONALLY ADJUSTED INDEX,2017,88.78,88.532,87.216,86.653,86.171,86.143,86.272,86.336,85.767,85.005,85.588,83.472
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,SEASONALLY ADJUSTED INDEX,2018,81.657,83.392,85.491,85.304,86.088,84.016,83.372,82.529,82.992,84.571,82.976,84.012
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,SEASONAL FACTOR,2014,99.272,99.797,100.068,100.367,100.417,100.504,100.322,100.463,100.59,100.299,99.421,98.433
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,SEASONAL FACTOR,2015,99.166,99.651,100.12,100.616,100.515,100.507,100.228,100.503,100.577,100.507,99.356,98.172
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,SEASONAL FACTOR,2016,99.112,99.483,100.169,100.844,100.631,100.525,100.221,100.528,100.535,100.68,99.215,97.906
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,SEASONAL FACTOR,2017,99.114,99.302,100.185,101.154,100.773,100.58,100.201,100.483,100.427,100.78,99.073,97.778
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,SEASONAL FACTOR,2018,99.175,99.228,100.177,101.308,100.867,100.619,100.217,100.455,100.342,100.831,98.981,97.685
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,UNADJUSTED INDEX,2014,94.442,94.927,94.631,93.827,93.848,93.497,92.309,91.832,93.452,93.703,92.084,91.257
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,UNADJUSTED INDEX,2015,90.524,90.943,91.757,91.329,91.519,91.078,90.952,90.965,90.614,90.013,88.456,86.731
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,UNADJUSTED INDEX,2016,87.945,88.131,88.812,90.24,89.39,89.25,88.65,88.578,88.733,89.311,88.118,86.838
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,UNADJUSTED INDEX,2017,87.994,87.914,87.378,87.653,86.837,86.643,86.445,86.753,86.133,85.668,84.795,81.617
SEHL04,Nonelectric cookware and tableware,CUSR0000SEHL04,UNADJUSTED INDEX,2018,80.984,82.748,85.643,86.42,86.835,84.536,83.553,82.904,83.276,85.274,82.131,82.067
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,SEASONALLY ADJUSTED INDEX,2014,91.658,91.937,91.808,91.18,90.921,90.824,90.816,90.98,91.077,91.442,91.254,91.385
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,SEASONALLY ADJUSTED INDEX,2015,91.097,91.112,91.078,91.32,91.468,91.297,90.97,90.811,90.934,91.382,90.889,90.566
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,SEASONALLY ADJUSTED INDEX,2016,90.49,90.369,90.38,89.994,89.718,90.047,90.227,90.115,90.095,89.977,90.026,90.108
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,SEASONALLY ADJUSTED INDEX,2017,90.112,89.766,89.675,89.817,90.055,89.905,89.616,89.431,88.971,89.277,89.444,88.818
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,SEASONALLY ADJUSTED INDEX,2018,89.277,89.562,89.672,89.99,89.224,89.229,89.522,89.556,89.571,89.625,89.345,89.8
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,SEASONAL FACTOR,2014,99.854,100.325,100.329,100.485,100.494,100.221,99.947,99.754,99.737,99.636,99.685,99.562
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,SEASONAL FACTOR,2015,99.868,100.303,100.409,100.42,100.444,100.245,99.998,99.666,99.659,99.663,99.718,99.654
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,SEASONAL FACTOR,2016,99.853,100.27,100.454,100.393,100.438,100.257,100.033,99.606,99.591,99.67,99.732,99.718
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,SEASONAL FACTOR,2017,99.837,100.264,100.51,100.371,100.41,100.263,100.077,99.574,99.545,99.65,99.727,99.782
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,SEASONAL FACTOR,2018,99.84,100.253,100.517,100.358,100.399,100.274,100.114,99.571,99.525,99.626,99.719,99.799
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,UNADJUSTED INDEX,2014,91.524,92.236,92.11,91.622,91.37,91.025,90.768,90.756,90.837,91.109,90.966,90.985
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,UNADJUSTED INDEX,2015,90.977,91.388,91.45,91.704,91.874,91.521,90.968,90.508,90.624,91.074,90.632,90.253
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,UNADJUSTED INDEX,2016,90.357,90.613,90.791,90.348,90.111,90.279,90.257,89.76,89.727,89.68,89.785,89.854
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,UNADJUSTED INDEX,2017,89.965,90.003,90.132,90.15,90.424,90.142,89.685,89.05,88.566,88.965,89.2,88.625
SEHM,"Tools, hardware, outdoor equipment and supplies",CUSR0000SEHM,UNADJUSTED INDEX,2018,89.134,89.789,90.136,90.313,89.58,89.473,89.624,89.172,89.145,89.29,89.094,89.619
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,SEASONALLY ADJUSTED INDEX,2014,87.506,87.707,87.729,87.118,86.869,86.718,86.584,86.739,86.696,86.959,86.745,86.847
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,SEASONALLY ADJUSTED INDEX,2015,86.404,86.498,86.53,86.877,87.111,87.035,86.7,86.501,86.946,87.314,86.879,86.776
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,SEASONALLY ADJUSTED INDEX,2016,86.5,86.396,86.28,85.998,85.66,85.937,86.278,86.267,86.328,86.059,86.12,86.723
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,SEASONALLY ADJUSTED INDEX,2017,86.432,86.112,86.043,86.017,86.115,86.008,85.651,85.237,84.789,85.087,85.302,84.972
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,SEASONALLY ADJUSTED INDEX,2018,85.069,85.146,85.366,85.703,85.018,84.853,85.212,85.382,85.222,85.427,85.345,85.499
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,SEASONAL FACTOR,2014,99.921,100.391,100.398,100.642,100.67,100.288,100.046,99.699,99.4,99.451,99.703,99.445
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,SEASONAL FACTOR,2015,99.915,100.369,100.499,100.567,100.615,100.293,100.044,99.618,99.35,99.506,99.771,99.517
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,SEASONAL FACTOR,2016,99.903,100.322,100.558,100.541,100.611,100.285,100.027,99.546,99.314,99.546,99.816,99.559
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,SEASONAL FACTOR,2017,99.897,100.296,100.618,100.525,100.588,100.276,100.045,99.51,99.281,99.539,99.835,99.603
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,SEASONAL FACTOR,2018,99.913,100.275,100.624,100.515,100.576,100.278,100.077,99.504,99.269,99.513,99.841,99.601
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,UNADJUSTED INDEX,2014,87.437,88.05,88.079,87.677,87.451,86.968,86.624,86.478,86.176,86.482,86.487,86.365
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,UNADJUSTED INDEX,2015,86.33,86.817,86.962,87.37,87.647,87.29,86.738,86.171,86.381,86.882,86.68,86.357
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,UNADJUSTED INDEX,2016,86.416,86.674,86.762,86.464,86.184,86.182,86.301,85.875,85.736,85.668,85.961,86.341
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,UNADJUSTED INDEX,2017,86.343,86.367,86.575,86.469,86.621,86.245,85.69,84.819,84.179,84.695,85.161,84.635
SEHM02,Outdoor equipment and supplies,CUSR0000SEHM02,UNADJUSTED INDEX,2018,84.995,85.38,85.898,86.144,85.508,85.089,85.278,84.959,84.599,85.011,85.21,85.158
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,SEASONALLY ADJUSTED INDEX,2014,130.766,129.486,130.565,131.257,131.969,131.809,132.844,134.316,135.216,135.796,135.208,131.605
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,SEASONALLY ADJUSTED INDEX,2015,134.606,135.994,136.701,138.319,139.441,140.695,141.472,143.264,143.944,144.561,144.841,148.095
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,SEASONALLY ADJUSTED INDEX,2016,148.89,152.356,153.77,152.634,154.113,157.816,158.944,157.437,157.5,155.543,156.808,157.378
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,SEASONALLY ADJUSTED INDEX,2017,157.654,151.936,153.19,154.895,157.599,150.129,152.895,155.391,156.472,164.72,166.627,162.266
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,SEASONALLY ADJUSTED INDEX,2018,164.461,165.381,165.986,165.58,166.468,164.564,166.072,165.667,167.075,167.778,167.661,168.204
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,SEASONAL FACTOR,2014,98.999,99.331,98.997,99.093,99.619,101.058,101.069,101.345,100.354,100.237,99.887,100.158
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,SEASONAL FACTOR,2015,98.988,99.516,98.971,98.865,99.353,101.06,101.138,101.33,100.37,100.208,99.845,100.463
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,SEASONAL FACTOR,2016,99.01,99.753,98.916,98.72,99.162,101.028,101.102,101.262,100.312,100.181,99.83,100.733
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,SEASONAL FACTOR,2017,99.053,100.007,98.941,98.595,99.02,100.967,101.093,101.125,100.261,100.143,99.829,100.975
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,SEASONAL FACTOR,2018,99.077,100.148,98.964,98.533,98.922,100.955,101.097,101.046,100.219,100.118,99.882,101.079
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,UNADJUSTED INDEX,2014,129.457,128.62,129.255,130.067,131.466,133.204,134.265,136.122,135.694,136.119,135.056,131.813
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,UNADJUSTED INDEX,2015,133.244,135.336,135.294,136.749,138.538,142.187,143.082,145.169,144.477,144.862,144.616,148.781
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,UNADJUSTED INDEX,2016,147.416,151.98,152.103,150.681,152.821,159.438,160.696,159.425,157.992,155.824,156.541,158.532
SEHP03,"Moving, storage, freight expense",CUSR0000SEHP03,UNADJUSTED INDEX,2017,156.16,151.946,151.568,152.719,156.054,151.581,154.566,157.139,156.88,164.956,166.342,163.848
